Description,Category
Transaction: HSBC ATM withdrawal fee (Processed),Cash withdrawal
Direct debit - Barclays - cash taken (Ref: 3945),Cash withdrawal
Online transfer - Building service charges,Management Service Charge
Payment - HSBC ATM withdrawal fee (Ref: 3945),Cash withdrawal
Payment - Insurance premium - Direct Line - Thank you,Insurance
Auto debit - Monthly service fee - Lloyds,Bank Charges
Auto debit - Electricity top-up - E.ON - Confirmed,Light and Heat
Invoice paid - Smith & Co - Tax services - Confirmed,Accountancy
Payment - ATM cash withdrawal (Ref: 3945),Cash withdrawal
Online transfer - Rent for office - 45 High Street - Thank you,Rent
Online transfer - Yearly payment to Zurich - Confirmed,Insurance
Online transfer - Business insurance - AXA (Processed),Insurance
Direct debit - Aviva - Commercial policy (Ref: 3945),Insurance
Transaction: Account audit fee (Auto Pay),Accountancy
Auto debit - Aviva - Commercial policy,Insurance
Payment - TalkTalk - Landline charges (Ref: 3945),Telephone
Direct debit - EE Ltd - Fibre broadband (Ref: 3945),Telephone
Transaction: Rent for office - 45 High Street (Processed),Rent
Transaction: Rent for office - 45 High Street (Ref: 3945),Rent
Invoice paid - Corporation Tax - HMRC submission - Thank you,Corp Tax
Transaction: Monthly lease to Workspace Ltd (Auto Pay),Rent
Online transfer - Business insurance - AXA - Confirmed,Insurance
Invoice paid - Corporation Tax - HMRC submission - Confirmed,Corp Tax
Invoice paid - NatWest transaction charge,Bank Charges
Direct debit - Overdraft interest - HSBC,Bank Charges
Transaction: Overdraft interest - HSBC (Processed),Bank Charges
Solicitor consultation - Confirmed,Legal
Overdraft interest - HSBC,Bank Charges
Auto debit - Solicitor consultation,Legal
Online transfer - Insurance premium - Direct Line,Insurance
Transaction: Corporation Tax - HMRC submission (Processed),Corp Tax
Auto debit - Account audit fee - Confirmed,Accountancy
Electricity top-up - E.ON (Ref: 3945),Light and Heat
Invoice paid - Company formation - LegalZoom - Confirmed,Legal
Invoice paid - Overdraft interest - HSBC (Auto Pay),Bank Charges
Auto debit - Printer ink - Staples - Confirmed,Computer Consumables
Invoice paid - Legal advice - Johnson LLP,Legal
Invoice paid - EE Ltd - Fibre broadband (Ref: 3945),Telephone
Transaction: Legal advice - Johnson LLP (Ref: 3945),Legal
EDF Energy - Monthly electricity - Confirmed,Light and Heat
Payment - Gas bill - British Gas (Auto Pay),Light and Heat
Direct debit - Bookkeeping invoice - Q2 (Ref: 3945),Accountancy
Online transfer - Gas bill - British Gas,Light and Heat
Direct debit - VAT filing service by Accountant Ltd (Ref: 3945),Accountancy
Online transfer - Smith & Co - Tax services (Auto Pay),Accountancy
Transaction: Quarterly management fee (Processed),Management Service Charge
Online transfer - Aviva - Commercial policy - Thank you,Insurance
Transaction: EE Ltd - Fibre broadband (Auto Pay),Telephone
Invoice paid - Insurance premium - Direct Line (Auto Pay),Insurance
Auto debit - VAT filing service by Accountant Ltd,Accountancy
Payment - Gas bill - British Gas - Confirmed,Light and Heat
Payment - Octopus Energy - Utility Bill,Light and Heat
Transaction: Overdraft interest - HSBC (Processed),Bank Charges
Invoice paid - Landlord rent transfer - Confirmed,Rent
HMRC Corp Tax payment Q1,Corp Tax
Transaction: Service invoice - JLL,Management Service Charge
Payment - CT600 Tax return (Ref: 3945),Corp Tax
Direct debit - Quarterly management fee,Management Service Charge
Invoice paid - Overdraft interest - HSBC - Confirmed,Bank Charges
Transaction: HMRC Corp Tax payment Q1 (Auto Pay),Corp Tax
Barclays - cash taken - Thank you,Cash withdrawal
Payment - Vodafone - SIM only bill - Thank you,Telephone
Building service charges (Ref: 3945),Management Service Charge
Business insurance - AXA (Ref: 3945),Insurance
Direct debit - Yearly payment to Zurich,Insurance
Payment - Smith & Co - Tax services (Processed),Accountancy
Transaction: Cash machine - £100 withdrawal (Ref: 3945),Cash withdrawal
Transaction: Monthly lease to Workspace Ltd,Rent
Online transfer - Retainer fee - Law firm (Processed),Legal
Invoice paid - Monthly service fee - Lloyds,Bank Charges
Invoice paid - Solicitor consultation,Legal
Transaction: Smith & Co - Tax services (Ref: 3945),Accountancy
Transaction: Legal advice - Johnson LLP - Thank you,Legal
Payment - Monthly lease to Workspace Ltd (Auto Pay),Rent
Transaction: CT600 Tax return (Ref: 3945),Corp Tax
Invoice paid - ATM cash withdrawal - Confirmed,Cash withdrawal
Invoice paid - Cash machine - £100 withdrawal,Cash withdrawal
Transaction: CT600 Tax return,Corp Tax
Transaction: HMRC Corp Tax payment Q1 - Thank you,Corp Tax
Company formation - LegalZoom - Thank you,Legal
Auto debit - Yearly payment to Zurich (Ref: 3945),Insurance
Invoice paid - Barclays - cash taken,Cash withdrawal
Direct debit - PC World - Monitor stand - Confirmed,Computer Consumables
Online transfer - VAT filing service by Accountant Ltd - Thank you,Accountancy
Direct debit - Corporation Tax - HMRC submission,Corp Tax
Payment - Building service charges,Management Service Charge
Auto debit - Corporation Tax - HMRC submission - Confirmed,Corp Tax
Transaction: EE Ltd - Fibre broadband,Telephone
Invoice paid - TalkTalk - Landline charges - Confirmed,Telephone
Payment - Quarterly tax instalment to HMRC,Corp Tax
Building service charges,Management Service Charge
Payment - EE Ltd - Fibre broadband - Confirmed,Telephone
Auto debit - Rent for office - 45 High Street - Confirmed,Rent
Transaction: Insurance premium - Direct Line - Confirmed,Insurance
Transaction: Cash machine - £100 withdrawal,Cash withdrawal
Online transfer - O2 Business - Mobile plan (Auto Pay),Telephone
Payment - Legal advice - Johnson LLP (Auto Pay),Legal
Invoice paid - Business premises rental (Auto Pay),Rent
Direct debit - Quarterly management fee,Management Service Charge
VAT filing service by Accountant Ltd (Processed),Accountancy
Payment - Account audit fee,Accountancy
Payment - Aviva - Commercial policy,Insurance
Vodafone - SIM only bill (Processed),Telephone
Invoice paid - Quarterly tax instalment to HMRC - Thank you,Corp Tax
Auto debit - Monthly service fee - Lloyds - Confirmed,Bank Charges
Auto debit - Service invoice - JLL,Management Service Charge
Direct debit - EE Ltd - Fibre broadband,Telephone
Payment - Smith & Co - Tax services (Processed),Accountancy
Direct debit - Bank fee - Barclays - Confirmed,Bank Charges
Online transfer - Cash machine - £100 withdrawal,Cash withdrawal
Invoice paid - Corporation Tax - HMRC submission,Corp Tax
Online transfer - Landlord rent transfer - Confirmed,Rent
Transaction: Monthly lease to Workspace Ltd (Auto Pay),Rent
Transaction: O2 Business - Mobile plan (Auto Pay),Telephone
Transaction: EE Ltd - Fibre broadband (Ref: 3945),Telephone
Transaction: PC World - Monitor stand - Confirmed,Computer Consumables
Online transfer - Landlord rent transfer (Auto Pay),Rent
Invoice paid - PC World - Monitor stand - Confirmed,Computer Consumables
TalkTalk - Landline charges (Auto Pay),Telephone
Online transfer - O2 Business - Mobile plan (Auto Pay),Telephone
Invoice paid - Gas bill - British Gas (Processed),Light and Heat
Transaction: Property maintenance service charge - Confirmed,Management Service Charge
Payment - Service invoice - JLL (Ref: 3945),Management Service Charge
Auto debit - Legal advice - Johnson LLP,Legal
Invoice paid - Landlord rent transfer,Rent
Online transfer - Building service charges - Confirmed,Management Service Charge
Direct debit - TalkTalk - Landline charges,Telephone
Transaction: Octopus Energy - Utility Bill - Confirmed,Light and Heat
O2 Business - Mobile plan (Auto Pay),Telephone
Direct debit - Barclays - cash taken,Cash withdrawal
Invoice paid - Ebuyer - replacement keyboard (Auto Pay),Computer Consumables
Payment - Quarterly tax instalment to HMRC (Auto Pay),Corp Tax
Online transfer - USB drives from Amazon - Confirmed,Computer Consumables
Bank fee - Barclays (Auto Pay),Bank Charges
Invoice paid - CT600 Tax return,Corp Tax
Invoice paid - Quarterly tax instalment to HMRC - Confirmed,Corp Tax
Invoice paid - Bank fee - Barclays (Processed),Bank Charges
TalkTalk - Landline charges,Telephone
Quarterly tax instalment to HMRC - Confirmed,Corp Tax
Transaction: Landlord rent transfer (Ref: 3945),Rent
Transaction: O2 Business - Mobile plan (Ref: 3945),Telephone
Online transfer - Service invoice - JLL (Auto Pay),Management Service Charge
Online transfer - Service invoice - JLL - Thank you,Management Service Charge
Transaction: Quarterly tax instalment to HMRC - Thank you,Corp Tax
Transaction: Property maintenance service charge (Processed),Management Service Charge
Direct debit - Quarterly tax instalment to HMRC,Corp Tax
Direct debit - Property maintenance service charge,Management Service Charge
PC World - Monitor stand (Processed),Computer Consumables
Account audit fee,Accountancy
Invoice paid - HMRC Corp Tax payment Q1 - Thank you,Corp Tax
Transaction: Service invoice - JLL - Thank you,Management Service Charge
Auto debit - Printer ink - Staples,Computer Consumables
Transaction: Yearly payment to Zurich - Confirmed,Insurance
Transaction: Rent for office - 45 High Street - Confirmed,Rent
Invoice paid - Bank fee - Barclays - Thank you,Bank Charges
Direct debit - Quarterly tax instalment to HMRC,Corp Tax
Corporation Tax - HMRC submission (Ref: 3945),Corp Tax
Payment - Rent for office - 45 High Street (Processed),Rent
Payment - Landlord rent transfer (Auto Pay),Rent
Direct debit - VAT filing service by Accountant Ltd,Accountancy
Direct debit - Quarterly management fee (Auto Pay),Management Service Charge
Payment - Yearly payment to Zurich,Insurance
Octopus Energy - Utility Bill (Auto Pay),Light and Heat
Invoice paid - Ebuyer - replacement keyboard,Computer Consumables
Online transfer - Insurance premium - Direct Line (Processed),Insurance
NatWest transaction charge (Processed),Bank Charges
Transaction: PC World - Monitor stand,Computer Consumables
Auto debit - Company formation - LegalZoom,Legal
Payment - Landlord rent transfer (Processed),Rent
Invoice paid - Service invoice - JLL (Auto Pay),Management Service Charge
Business premises rental,Rent
Auto debit - Bookkeeping invoice - Q2,Accountancy
Transaction: Vodafone - SIM only bill,Telephone
VAT filing service by Accountant Ltd - Confirmed,Accountancy
Auto debit - Aviva - Commercial policy,Insurance
Invoice paid - Account audit fee,Accountancy
Invoice paid - EE Ltd - Fibre broadband (Ref: 3945),Telephone
Payment - Electricity top-up - E.ON (Auto Pay),Light and Heat
Direct debit - Gas bill - British Gas - Thank you,Light and Heat
Payment - Vodafone - SIM only bill - Confirmed,Telephone
Auto debit - Monthly lease to Workspace Ltd - Thank you,Rent
Business insurance - AXA (Ref: 3945),Insurance
Invoice paid - Business insurance - AXA (Ref: 3945),Insurance
Online transfer - Retainer fee - Law firm - Thank you,Legal
Cash machine - £100 withdrawal (Ref: 3945),Cash withdrawal
Online transfer - NatWest transaction charge,Bank Charges
Auto debit - NatWest transaction charge - Thank you,Bank Charges
Direct debit - Account audit fee,Accountancy
Invoice paid - USB drives from Amazon (Ref: 3945),Computer Consumables
Auto debit - Business insurance - AXA (Auto Pay),Insurance
Payment - Company formation - LegalZoom (Auto Pay),Legal
Payment - Barclays - cash taken (Auto Pay),Cash withdrawal
Printer ink - Staples,Computer Consumables
Transaction: Business premises rental - Thank you,Rent
Transaction: HSBC ATM withdrawal fee - Thank you,Cash withdrawal
Invoice paid - Octopus Energy - Utility Bill,Light and Heat
Payment - Service invoice - JLL,Management Service Charge
Invoice paid - Bookkeeping invoice - Q2 (Processed),Accountancy
Payment - Cash machine - £100 withdrawal - Confirmed,Cash withdrawal
Smith & Co - Tax services - Thank you,Accountancy
Rent for office - 45 High Street - Thank you,Rent
Online transfer - Business premises rental - Confirmed,Rent
Invoice paid - Gas bill - British Gas - Thank you,Light and Heat
Online transfer - Solicitor consultation - Confirmed,Legal
Invoice paid - Corporation Tax - HMRC submission - Thank you,Corp Tax
Transaction: Quarterly management fee - Confirmed,Management Service Charge
Ebuyer - replacement keyboard (Auto Pay),Computer Consumables
Direct debit - Company formation - LegalZoom - Confirmed,Legal
Payment - Company formation - LegalZoom,Legal
Transaction: HMRC Corp Tax payment Q1 (Processed),Corp Tax
Vodafone - SIM only bill,Telephone
VAT filing service by Accountant Ltd (Ref: 3945),Accountancy
Transaction: Insurance premium - Direct Line (Auto Pay),Insurance
Online transfer - Corporation Tax - HMRC submission - Confirmed,Corp Tax
Online transfer - Octopus Energy - Utility Bill - Thank you,Light and Heat
Auto debit - Quarterly tax instalment to HMRC (Processed),Corp Tax
Invoice paid - Rent for office - 45 High Street - Thank you,Rent
Online transfer - Landlord rent transfer,Rent
Auto debit - USB drives from Amazon (Processed),Computer Consumables
Payment - Building service charges - Thank you,Management Service Charge
Direct debit - Business premises rental,Rent
Payment - Corporation Tax - HMRC submission - Confirmed,Corp Tax
Online transfer - Overdraft interest - HSBC - Confirmed,Bank Charges
Payment - Ebuyer - replacement keyboard,Computer Consumables
Direct debit - EE Ltd - Fibre broadband (Ref: 3945),Telephone
Invoice paid - Landlord rent transfer,Rent
Payment - Solicitor consultation (Processed),Legal
Auto debit - Legal advice - Johnson LLP - Thank you,Legal
ATM cash withdrawal (Ref: 3945),Cash withdrawal
Payment - Monthly lease to Workspace Ltd - Confirmed,Rent
Transaction: ATM cash withdrawal (Ref: 3945),Cash withdrawal
Direct debit - Octopus Energy - Utility Bill - Confirmed,Light and Heat
Transaction: TalkTalk - Landline charges (Processed),Telephone
Payment - Quarterly tax instalment to HMRC (Ref: 3945),Corp Tax
Landlord rent transfer (Auto Pay),Rent
Transaction: HMRC Corp Tax payment Q1 - Thank you,Corp Tax
Auto debit - EE Ltd - Fibre broadband,Telephone
Service invoice - JLL,Management Service Charge
Payment - Business insurance - AXA,Insurance
Payment - Rent for office - 45 High Street (Auto Pay),Rent
Payment - Business premises rental - Confirmed,Rent
Invoice paid - Solicitor consultation - Confirmed,Legal
Payment - Printer ink - Staples,Computer Consumables
Payment - Aviva - Commercial policy,Insurance
Transaction: Building service charges (Auto Pay),Management Service Charge
Quarterly tax instalment to HMRC - Thank you,Corp Tax
PC World - Monitor stand (Auto Pay),Computer Consumables
Direct debit - Solicitor consultation (Ref: 3945),Legal
Transaction: Building service charges - Thank you,Management Service Charge
Auto debit - Cash machine - £100 withdrawal,Cash withdrawal
Gas bill - British Gas - Confirmed,Light and Heat
Payment - Barclays - cash taken,Cash withdrawal
Auto debit - Cash machine - £100 withdrawal,Cash withdrawal
Invoice paid - Business premises rental (Processed),Rent
Transaction: Business premises rental - Confirmed,Rent
Direct debit - Property maintenance service charge - Thank you,Management Service Charge
Business insurance - AXA (Auto Pay),Insurance
Invoice paid - O2 Business - Mobile plan - Confirmed,Telephone
Direct debit - Quarterly tax instalment to HMRC - Confirmed,Corp Tax
Online transfer - Smith & Co - Tax services - Thank you,Accountancy
Online transfer - TalkTalk - Landline charges - Thank you,Telephone
Solicitor consultation (Auto Pay),Legal
Online transfer - Bookkeeping invoice - Q2,Accountancy
Auto debit - Landlord rent transfer - Thank you,Rent
Auto debit - Bookkeeping invoice - Q2 (Auto Pay),Accountancy
Invoice paid - Monthly service fee - Lloyds (Processed),Bank Charges
Invoice paid - Bookkeeping invoice - Q2 (Processed),Accountancy
Direct debit - Insurance premium - Direct Line,Insurance
Transaction: EDF Energy - Monthly electricity - Thank you,Light and Heat
Payment - Monthly lease to Workspace Ltd - Thank you,Rent
Payment - Company formation - LegalZoom,Legal
Transaction: VAT filing service by Accountant Ltd,Accountancy
Octopus Energy - Utility Bill (Auto Pay),Light and Heat
Direct debit - HMRC Corp Tax payment Q1,Corp Tax
Auto debit - Cash machine - £100 withdrawal,Cash withdrawal
Auto debit - Aviva - Commercial policy - Thank you,Insurance
Auto debit - EDF Energy - Monthly electricity,Light and Heat
Octopus Energy - Utility Bill,Light and Heat
Online transfer - Octopus Energy - Utility Bill (Processed),Light and Heat
Auto debit - Electricity top-up - E.ON (Ref: 3945),Light and Heat
Payment - PC World - Monitor stand - Thank you,Computer Consumables
Online transfer - EDF Energy - Monthly electricity (Processed),Light and Heat
Auto debit - Landlord rent transfer (Processed),Rent
Payment - Overdraft interest - HSBC (Ref: 3945),Bank Charges
Transaction: Aviva - Commercial policy (Processed),Insurance
Payment - Insurance premium - Direct Line - Confirmed,Insurance
Invoice paid - O2 Business - Mobile plan (Ref: 3945),Telephone
Payment - Cash machine - £100 withdrawal,Cash withdrawal
Invoice paid - Bank fee - Barclays (Ref: 3945),Bank Charges
Payment - Ebuyer - replacement keyboard,Computer Consumables
Invoice paid - O2 Business - Mobile plan (Processed),Telephone
ATM cash withdrawal (Ref: 3945),Cash withdrawal
Auto debit - Building service charges,Management Service Charge
Online transfer - Quarterly management fee - Confirmed,Management Service Charge
ATM cash withdrawal (Auto Pay),Cash withdrawal
Transaction: Monthly lease to Workspace Ltd,Rent
Direct debit - NatWest transaction charge,Bank Charges
Invoice paid - Cash machine - £100 withdrawal (Ref: 3945),Cash withdrawal
CT600 Tax return (Ref: 3945),Corp Tax
Auto debit - HMRC Corp Tax payment Q1 (Auto Pay),Corp Tax
Online transfer - Rent for office - 45 High Street - Confirmed,Rent
Transaction: Solicitor consultation,Legal
Auto debit - Legal advice - Johnson LLP (Auto Pay),Legal
Printer ink - Staples (Processed),Computer Consumables
Solicitor consultation,Legal
Payment - Landlord rent transfer,Rent
Cash machine - £100 withdrawal (Auto Pay),Cash withdrawal
Building service charges,Management Service Charge
Auto debit - USB drives from Amazon (Auto Pay),Computer Consumables
TalkTalk - Landline charges - Thank you,Telephone
Online transfer - USB drives from Amazon,Computer Consumables
Landlord rent transfer - Thank you,Rent
Online transfer - EDF Energy - Monthly electricity (Ref: 3945),Light and Heat
Transaction: Building service charges (Ref: 3945),Management Service Charge
Payment - NatWest transaction charge (Ref: 3945),Bank Charges
Payment - EDF Energy - Monthly electricity (Auto Pay),Light and Heat
Online transfer - Printer ink - Staples (Ref: 3945),Computer Consumables
Online transfer - Bookkeeping invoice - Q2 (Processed),Accountancy
Invoice paid - Rent for office - 45 High Street - Thank you,Rent
Online transfer - VAT filing service by Accountant Ltd,Accountancy
Payment - PC World - Monitor stand - Thank you,Computer Consumables
Online transfer - Bank fee - Barclays - Confirmed,Bank Charges
Auto debit - HMRC Corp Tax payment Q1 (Auto Pay),Corp Tax
Solicitor consultation (Processed),Legal
Service invoice - JLL,Management Service Charge
Direct debit - Monthly lease to Workspace Ltd (Auto Pay),Rent
Online transfer - HMRC Corp Tax payment Q1,Corp Tax
Auto debit - Bank fee - Barclays (Auto Pay),Bank Charges
Transaction: Insurance premium - Direct Line,Insurance
Quarterly tax instalment to HMRC - Confirmed,Corp Tax
Online transfer - Corporation Tax - HMRC submission - Confirmed,Corp Tax
Yearly payment to Zurich - Confirmed,Insurance
Transaction: Electricity top-up - E.ON (Processed),Light and Heat
Auto debit - CT600 Tax return,Corp Tax
Transaction: Insurance premium - Direct Line - Thank you,Insurance
Monthly service fee - Lloyds (Ref: 3945),Bank Charges
Direct debit - Rent for office - 45 High Street - Thank you,Rent
Online transfer - O2 Business - Mobile plan,Telephone
Invoice paid - USB drives from Amazon - Confirmed,Computer Consumables
Auto debit - USB drives from Amazon - Confirmed,Computer Consumables
Account audit fee - Thank you,Accountancy
Overdraft interest - HSBC,Bank Charges
Auto debit - Monthly service fee - Lloyds - Confirmed,Bank Charges
Transaction: Company formation - LegalZoom - Thank you,Legal
Invoice paid - Smith & Co - Tax services - Confirmed,Accountancy
Direct debit - Quarterly management fee,Management Service Charge
Online transfer - Legal advice - Johnson LLP (Processed),Legal
Payment - NatWest transaction charge - Thank you,Bank Charges
Online transfer - Vodafone - SIM only bill - Thank you,Telephone
Invoice paid - Business premises rental (Ref: 3945),Rent
Transaction: ATM cash withdrawal (Ref: 3945),Cash withdrawal
Direct debit - Aviva - Commercial policy (Processed),Insurance
USB drives from Amazon (Auto Pay),Computer Consumables
Transaction: VAT filing service by Accountant Ltd - Confirmed,Accountancy
Payment - Solicitor consultation - Confirmed,Legal
Transaction: Legal advice - Johnson LLP - Thank you,Legal
Transaction: PC World - Monitor stand,Computer Consumables
Online transfer - USB drives from Amazon (Auto Pay),Computer Consumables
Online transfer - HSBC ATM withdrawal fee (Processed),Cash withdrawal
Direct debit - Rent for office - 45 High Street,Rent
Invoice paid - Printer ink - Staples - Confirmed,Computer Consumables
Bookkeeping invoice - Q2 - Thank you,Accountancy
O2 Business - Mobile plan,Telephone
Direct debit - PC World - Monitor stand (Ref: 3945),Computer Consumables
Payment - HSBC ATM withdrawal fee (Processed),Cash withdrawal
Payment - HSBC ATM withdrawal fee (Ref: 3945),Cash withdrawal
Invoice paid - Barclays - cash taken (Auto Pay),Cash withdrawal
Transaction: Bank fee - Barclays (Ref: 3945),Bank Charges
Direct debit - Barclays - cash taken - Confirmed,Cash withdrawal
Company formation - LegalZoom,Legal
Online transfer - Gas bill - British Gas,Light and Heat
Direct debit - Business insurance - AXA,Insurance
Electricity top-up - E.ON (Auto Pay),Light and Heat
Electricity top-up - E.ON (Auto Pay),Light and Heat
Online transfer - Business premises rental (Ref: 3945),Rent
Invoice paid - Business insurance - AXA - Thank you,Insurance
Direct debit - Legal advice - Johnson LLP (Processed),Legal
Payment - Retainer fee - Law firm,Legal
Transaction: Monthly lease to Workspace Ltd (Ref: 3945),Rent
Auto debit - Legal advice - Johnson LLP (Ref: 3945),Legal
Transaction: Printer ink - Staples,Computer Consumables
Payment - TalkTalk - Landline charges,Telephone
Online transfer - PC World - Monitor stand (Auto Pay),Computer Consumables
Online transfer - Ebuyer - replacement keyboard (Ref: 3945),Computer Consumables
Invoice paid - Overdraft interest - HSBC - Thank you,Bank Charges
Auto debit - O2 Business - Mobile plan,Telephone
Monthly lease to Workspace Ltd (Processed),Rent
Online transfer - Landlord rent transfer,Rent
Online transfer - Cash machine - £100 withdrawal,Cash withdrawal
Invoice paid - Aviva - Commercial policy,Insurance
Online transfer - CT600 Tax return - Confirmed,Corp Tax
Solicitor consultation (Ref: 3945),Legal
Direct debit - Corporation Tax - HMRC submission - Thank you,Corp Tax
Payment - Landlord rent transfer - Confirmed,Rent
HSBC ATM withdrawal fee - Thank you,Cash withdrawal
Transaction: CT600 Tax return (Processed),Corp Tax
Direct debit - O2 Business - Mobile plan,Telephone
Transaction: EE Ltd - Fibre broadband (Ref: 3945),Telephone
Online transfer - Property maintenance service charge - Confirmed,Management Service Charge
Transaction: HSBC ATM withdrawal fee,Cash withdrawal
CT600 Tax return - Confirmed,Corp Tax
Direct debit - Account audit fee - Thank you,Accountancy
TalkTalk - Landline charges - Thank you,Telephone
Auto debit - Bookkeeping invoice - Q2 - Confirmed,Accountancy
Company formation - LegalZoom,Legal
Payment - CT600 Tax return (Processed),Corp Tax
Transaction: Quarterly tax instalment to HMRC (Ref: 3945),Corp Tax
Transaction: Gas bill - British Gas,Light and Heat
Auto debit - Rent for office - 45 High Street (Processed),Rent
Transaction: Building service charges,Management Service Charge
Online transfer - Rent for office - 45 High Street - Confirmed,Rent
Direct debit - Business premises rental - Confirmed,Rent
Direct debit - Landlord rent transfer - Thank you,Rent
Online transfer - Service invoice - JLL,Management Service Charge
Direct debit - Legal advice - Johnson LLP (Auto Pay),Legal
Ebuyer - replacement keyboard (Auto Pay),Computer Consumables
Online transfer - NatWest transaction charge,Bank Charges
Direct debit - Legal advice - Johnson LLP - Thank you,Legal
Payment - Bank fee - Barclays - Confirmed,Bank Charges
Corporation Tax - HMRC submission - Thank you,Corp Tax
Payment - ATM cash withdrawal - Confirmed,Cash withdrawal
Auto debit - O2 Business - Mobile plan,Telephone
Invoice paid - Monthly service fee - Lloyds - Confirmed,Bank Charges
Smith & Co - Tax services,Accountancy
Online transfer - Retainer fee - Law firm (Auto Pay),Legal
Invoice paid - Business premises rental,Rent
Direct debit - Property maintenance service charge (Ref: 3945),Management Service Charge
Transaction: CT600 Tax return (Auto Pay),Corp Tax
Transaction: Overdraft interest - HSBC,Bank Charges
Direct debit - Building service charges (Processed),Management Service Charge
Invoice paid - USB drives from Amazon - Confirmed,Computer Consumables
Payment - Account audit fee,Accountancy
Invoice paid - EE Ltd - Fibre broadband - Thank you,Telephone
Transaction: Barclays - cash taken - Thank you,Cash withdrawal
Payment - Bookkeeping invoice - Q2,Accountancy
Online transfer - Printer ink - Staples (Processed),Computer Consumables
Invoice paid - O2 Business - Mobile plan,Telephone
Transaction: Aviva - Commercial policy - Confirmed,Insurance
Online transfer - Account audit fee (Ref: 3945),Accountancy
Online transfer - NatWest transaction charge,Bank Charges
Direct debit - USB drives from Amazon - Confirmed,Computer Consumables
Payment - Corporation Tax - HMRC submission,Corp Tax
Online transfer - Bookkeeping invoice - Q2,Accountancy
Direct debit - Bank fee - Barclays - Confirmed,Bank Charges
Invoice paid - PC World - Monitor stand,Computer Consumables
Invoice paid - Smith & Co - Tax services (Processed),Accountancy
Transaction: Monthly service fee - Lloyds,Bank Charges
Direct debit - PC World - Monitor stand,Computer Consumables
Yearly payment to Zurich (Processed),Insurance
Auto debit - Octopus Energy - Utility Bill,Light and Heat
Transaction: TalkTalk - Landline charges - Thank you,Telephone
Direct debit - Gas bill - British Gas,Light and Heat
Transaction: Yearly payment to Zurich,Insurance
Payment - Ebuyer - replacement keyboard (Ref: 3945),Computer Consumables
Business premises rental (Auto Pay),Rent
Payment - Company formation - LegalZoom - Confirmed,Legal
Direct debit - Electricity top-up - E.ON - Thank you,Light and Heat
Cash machine - £100 withdrawal,Cash withdrawal
Auto debit - PC World - Monitor stand (Ref: 3945),Computer Consumables
Auto debit - Bookkeeping invoice - Q2 (Ref: 3945),Accountancy
Auto debit - Ebuyer - replacement keyboard (Processed),Computer Consumables
Direct debit - Property maintenance service charge (Processed),Management Service Charge
Transaction: Bookkeeping invoice - Q2 (Ref: 3945),Accountancy
Invoice paid - Monthly service fee - Lloyds,Bank Charges
Payment - Business insurance - AXA (Ref: 3945),Insurance
Payment - Cash machine - £100 withdrawal - Thank you,Cash withdrawal
Online transfer - Legal advice - Johnson LLP - Confirmed,Legal
Auto debit - ATM cash withdrawal (Auto Pay),Cash withdrawal
Auto debit - TalkTalk - Landline charges (Ref: 3945),Telephone
Online transfer - CT600 Tax return (Auto Pay),Corp Tax
Direct debit - Smith & Co - Tax services - Thank you,Accountancy
Rent for office - 45 High Street - Confirmed,Rent
Direct debit - Landlord rent transfer,Rent
